950,SAMMAANCAP,2018-01-29,1395.0000,1440.0000,1389.7500,1421.1500
1118,KOTAKBANK,2018-01-29,1092.0000,1119.5000,1091.0000,1115.1000
3503,TMPV,2018-01-29,402.5000,405.9000,398.1000,399.2500
3603,AXISBANK,2018-01-29,614.5500,620.9000,603.6500,605.5500
3633,ICICIBANK,2018-01-29,360.0000,365.7000,355.6000,357.6500
3641,SBIN,2018-01-29,313.1500,316.9000,311.0000,312.1000
2,RELIANCE,2018-01-30,965.8000,965.8000,949.0000,950.4000
166,LT,2018-01-30,1429.9500,1436.7000,1406.7500,1429.9000
257,HDFC,2018-01-30,1971.5000,1971.5000,1927.9000,1937.5000
326,TATASTEEL,2018-01-30,780.6000,783.9000,771.2500,775.8500
375,TCS,2018-01-30,3180.0000,3203.8000,3143.7000,3152.8500
416,BAJFINANCE,2018-01-30,1715.0000,1718.9500,1671.0000,1678.4000
551,INFY,2018-01-30,1178.9000,1183.1000,1162.7000,1170.6500
701,MARUTI,2018-01-30,9620.0000,9675.5000,9550.0000,9571.5500
926,INDUSINDBK,2018-01-30,1745.0000,1746.8500,1721.2500,1736.0500
950,SAMMAANCAP,2018-01-30,1426.5500,1433.6500,1408.5500,1415.0000
1118,KOTAKBANK,2018-01-30,1113.0500,1118.0000,1083.9500,1088.0500
3503,TMPV,2018-01-30,400.0000,402.3000,395.0000,395.8500
3603,AXISBANK,2018-01-30,605.6000,607.4500,592.4500,593.7500
3633,ICICIBANK,2018-01-30,356.8000,356.8000,350.5000,353.2500
3641,SBIN,2018-01-30,312.0500,318.8500,311.0000,313.5500
2,RELIANCE,2018-01-31,950.0000,964.5000,941.5500,961.3000
166,LT,2018-01-31,1431.9000,1439.7000,1412.0000,1416.5000
257,HDFC,2018-01-31,1932.2500,1963.0500,1918.0000,1956.3000
326,TATASTEEL,2018-01-31,735.5000,747.9000,701.7000,705.0500
375,TCS,2018-01-31,3137.0000,3150.0000,3098.6000,3112.3500
416,BAJFINANCE,2018-01-31,1657.4500,1690.0000,1645.0000,1677.8500
551,INFY,2018-01-31,1159.1500,1166.6000,1142.1500,1150.2500
701,MARUTI,2018-01-31,9558.0500,9585.0000,9458.9000,9509.7000
926,INDUSINDBK,2018-01-31,1735.0000,1761.0000,1725.1000,1753.1000
950,SAMMAANCAP,2018-01-31,1391.0000,1415.5500,1372.0000,1390.9500
1118,KOTAKBANK,2018-01-31,1084.0000,1113.2000,1083.1500,1108.9500
3503,TMPV,2018-01-31,395.5000,400.9500,395.2500,399.5000
3603,AXISBANK,2018-01-31,589.3000,596.0000,587.1500,593.6000
3633,ICICIBANK,2018-01-31,348.8500,353.9500,343.6000,352.9500
3641,SBIN,2018-01-31,313.0000,316.6000,307.8500,313.2500
2,RELIANCE,2018-02-01,963.2500,972.6000,936.6000,943.8500
166,LT,2018-02-01,1458.9000,1470.0000,1405.2000,1455.6000
257,HDFC,2018-02-01,1963.0000,1975.3000,1931.8000,1967.5500
326,TATASTEEL,2018-02-01,708.0000,712.7500,681.6000,696.7500
375,TCS,2018-02-01,3124.0000,3190.0000,3088.8000,3138.6000
416,BAJFINANCE,2018-02-01,1681.8000,1760.0000,1644.7500,1729.4500
551,INFY,2018-02-01,1142.2000,1157.9000,1118.5500,1144.6000
701,MARUTI,2018-02-01,9545.0000,9563.7000,9312.0000,9401.8500
926,INDUSINDBK,2018-02-01,1754.0000,1817.8000,1733.8500,1795.4500
950,SAMMAANCAP,2018-02-01,1389.0000,1412.8500,1313.0500,1377.4500
1118,KOTAKBANK,2018-02-01,1105.1000,1131.0000,1105.1000,1120.9500
3503,TMPV,2018-02-01,399.9000,403.8000,390.5500,393.6500
3603,AXISBANK,2018-02-01,593.6000,610.0000,586.1000,592.8000
3633,ICICIBANK,2018-02-01,347.5500,355.9000,343.8000,346.2000
3641,SBIN,2018-02-01,316.9000,317.4000,305.0000,306.0500
2,RELIANCE,2018-02-02,935.0000,943.9500,901.0000,904.3500
166,LT,2018-02-02,1448.0000,1448.0000,1410.0500,1415.4500
257,HDFC,2018-02-02,1946.0000,1946.0000,1895.0000,1903.8500
326,TATASTEEL,2018-02-02,692.0000,693.0000,666.0500,670.4500
375,TCS,2018-02-02,3120.0000,3190.0000,3103.4500,3153.6500
416,BAJFINANCE,2018-02-02,1708.0500,1713.0000,1620.2000,1628.9000
551,INFY,2018-02-02,1135.2500,1162.9000,1130.1000,1143.2500
701,MARUTI,2018-02-02,9359.0000,9359.0000,8940.0000,8990.6000
926,INDUSINDBK,2018-02-02,1774.9000,1779.5000,1734.2000,1761.3000
950,SAMMAANCAP,2018-02-02,1355.0000,1360.0000,1292.0000,1319.6000
1118,KOTAKBANK,2018-02-02,1115.0000,1115.0000,1077.9500,1085.9500
3503,TMPV,2018-02-02,392.0000,397.4000,381.3000,383.7500
3603,AXISBANK,2018-02-02,587.8000,587.8000,561.3000,564.9000
3633,ICICIBANK,2018-02-02,342.5500,343.7000,333.7000,335.1000
3641,SBIN,2018-02-02,302.9000,305.7500,295.5000,297.3500
2,RELIANCE,2018-02-05,894.0000,912.5000,881.8000,902.1500
166,LT,2018-02-05,1380.0000,1400.0000,1355.1000,1363.6500
257,HDFC,2018-02-05,1866.1000,1886.0000,1811.8000,1823.3500
326,TATASTEEL,2018-02-05,661.0000,674.5000,650.5000,664.0500
375,TCS,2018-02-05,3110.0000,3188.0000,3076.8500,3103.2000
